date,day,week,ipeds_id,university,enrollment,url,total_tests,positive_tests
2021-03-04,Thursday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,801.0,0.0
2021-03-05,Friday,30,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,801.0,0.0
2021-03-06,Saturday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,578.0,0.0
2021-03-07,Sunday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,578.0,0.0
2021-03-08,Monday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,577.0,0.0
2021-03-09,Tuesday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,707.0,1.0
2021-03-10,Wednesday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,1000.0,1.0
2021-03-11,Thursday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,714.0,1.0
2021-03-12,Friday,31,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,714.0,1.0
2021-03-13,Saturday,32,164465,Amherst College,1855,https://www.amherst.edu/news/covid-19/dashboard/accessible,714.0,0.0
